Term	distance	Annotation
GO:0097196	3	Shu complex
GO:1990612	3	Sad1-Kms2 LINC complex
GO:1990562	3	syndecan-syntenin-ALIX complex
GO:1990587	3	FtsQBL complex
GO:1990588	3	FtsBL complex
GO:1990685	3	HDL-containing protein-lipid-RNA complex
GO:1990686	3	LDL-containing protein-lipid-RNA complex
GO:0031514	3	motile cilium
GO:0097730	3	non-motile cilium
GO:0043231	3	intracellular membrane-bounded organelle
GO:0031967	3	organelle envelope
GO:0031982	3	vesicle
GO:0031984	3	organelle subcompartment
GO:0065010	3	extracellular membrane-bounded organelle
GO:0009288	3	bacterial-type flagellum
GO:0043232	3	intracellular non-membrane-bounded organelle
GO:0043264	3	extracellular non-membrane-bounded organelle
GO:0097589	3	archaeal-type flagellum
GO:0097693	3	ocelloid
GO:0097708	3	intracellular vesicle
GO:1990413	3	eyespot apparatus
GO:1903561	3	extracellular vesicle
GO:0014069	3	postsynaptic density
GO:0097482	3	muscle cell postsynaptic specialization
GO:0099629	3	postsynaptic specialization of symmetric synapse
GO:0043657	3	host cell
GO:0033644	3	host cell membrane
GO:0033646	3	host intracellular part
GO:0039643	3	host cell viral nucleoid
GO:0039713	3	viral factory
GO:0043656	3	intracellular region of host
GO:0043664	3	host peribacteroid membrane
GO:0043665	3	host peribacteroid fluid
GO:0044084	3	host cell membrane pore complex
GO:0044155	3	host caveola
GO:0044156	3	host cell junction
GO:0044157	3	host cell projection
GO:0044158	3	host cell wall
GO:0044221	3	host cell synapse
GO:0044228	3	host cell surface
GO:0044229	3	host cell periplasmic space
GO:0044230	3	host cell envelope
GO:0044385	3	integral to membrane of host cell
GO:0044538	3	host cell periphery
GO:0097679	3	other organism cytoplasm
GO:0140220	3	pathogen-containing vacuole
GO:0044218	3	other organism cell membrane
GO:0070062	3	extracellular exosome
GO:0042567	3	insulin-like growth factor ternary complex
GO:0042568	3	insulin-like growth factor binary complex
GO:0009519	3	middle lamella
GO:0062023	3	collagen-containing extracellular matrix
GO:0062039	3	biofilm matrix
GO:0070505	3	pollen coat
GO:1990377	3	organomineral extracellular matrix
GO:0034362	3	low-density lipoprotein particle
GO:0034364	3	high-density lipoprotein particle
GO:0034385	3	triglyceride-rich plasma lipoprotein particle
GO:0042627	3	chylomicron
GO:0071736	3	IgG immunoglobulin complex, circulating
GO:0071739	3	IgD immunoglobulin complex, circulating
GO:0071743	3	IgE immunoglobulin complex, circulating
GO:0071746	3	IgA immunoglobulin complex, circulating
GO:0071754	3	IgM immunoglobulin complex, circulating
GO:0001527	3	microfibril
GO:0032579	3	apical lamina of hyaline layer
GO:0060103	3	collagen and cuticulin-based cuticle extracellular matrix part
GO:0061800	3	fibronectin fibril
GO:0070645	3	Ubisch body
GO:0071953	3	elastic fiber
GO:0090658	3	cone matrix sheath
GO:0097312	3	bacterial biofilm matrix component
GO:1990971	3	EMILIN complex
GO:1990972	3	multimerin complex
GO:0045172	3	germline ring canal
GO:0098549	3	somatic ring canal
GO:0070702	3	inner mucus layer
GO:0070703	3	outer mucus layer
GO:0072563	3	endothelial microparticle
GO:0000314	3	organellar small ribosomal subunit
GO:0000315	3	organellar large ribosomal subunit
GO:0009547	3	plastid ribosome
GO:0031228	3	intrinsic component of Golgi membrane
GO:0031229	3	intrinsic component of nuclear inner membrane
GO:0031231	3	intrinsic component of peroxisomal membrane
GO:0031301	3	integral component of organelle membrane
GO:0031302	3	intrinsic component of endosome membrane
GO:0031308	3	intrinsic component of nuclear outer membrane
GO:0031310	3	intrinsic component of vacuolar membrane
GO:0031350	3	intrinsic component of plastid membrane
GO:0097630	3	intrinsic component of omegasome membrane
GO:0098573	3	intrinsic component of mitochondrial membrane
GO:0098956	3	intrinsic component of dense core granule membrane
GO:1990673	3	intrinsic component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:0098860	3	actin filament bundle of stereocilium
GO:0044233	3	Mitochondria-associated ER Membrane
GO:0071561	3	nucleus-vacuole junction
GO:0098853	3	ER-vacuole membrane contact site
GO:0120095	3	vacuole-isolation membrane contact site
GO:1990816	3	vacuole-mitochondrion membrane contact site
GO:0001520	3	outer dense fiber
GO:0001750	3	photoreceptor outer segment
GO:0005930	3	axoneme
GO:0020016	3	ciliary pocket
GO:0035253	3	ciliary rootlet
GO:0035686	3	sperm fibrous sheath
GO:0035869	3	ciliary transition zone
GO:0036064	3	ciliary basal body
GO:0044447	3	axoneme part
GO:0060170	3	ciliary membrane
GO:0061822	3	ciliary cap
GO:0061823	3	ring centriole
GO:0097014	3	ciliary plasm
GO:0097224	3	sperm connecting piece
GO:0097225	3	sperm midpiece
GO:0097226	3	sperm mitochondrial sheath
GO:0097227	3	sperm annulus
GO:0097228	3	sperm principal piece
GO:0097229	3	sperm end piece
GO:0097538	3	ciliary necklace
GO:0097542	3	ciliary tip
GO:0097543	3	ciliary inversin compartment
GO:0097544	3	ciliary shaft
GO:0097546	3	ciliary base
GO:1990805	3	central cylinder
GO:1990900	3	ciliary pocket collar
GO:0016035	3	zeta DNA polymerase complex
GO:0031970	3	organelle envelope lumen
GO:0033172	3	gas vesicle shell
GO:0034646	3	organelle-enclosing lipid monolayer
GO:0044427	3	chromosomal part
GO:0044428	3	nuclear part
GO:0044429	3	mitochondrial part
GO:0044430	3	cytoskeletal part
GO:0044431	3	Golgi apparatus part
GO:0044432	3	endoplasmic reticulum part
GO:0044433	3	cytoplasmic vesicle part
GO:0044435	3	plastid part
GO:0044437	3	vacuolar part
GO:0044438	3	microbody part
GO:0044443	3	pilus part
GO:0005859	3	muscle myosin complex
GO:0005862	3	muscle thin filament tropomyosin
GO:0014705	3	C zone
GO:0030017	3	sarcomere
GO:0030018	3	Z disc
GO:0030485	3	smooth muscle contractile fiber
GO:0030486	3	smooth muscle dense body
GO:0031430	3	M band
GO:0031672	3	A band
GO:0031673	3	H zone
GO:0031674	3	I band
GO:0036379	3	myofilament
GO:0043034	3	costamere
GO:0055120	3	striated muscle dense body
GO:0009420	3	bacterial-type flagellum filament
GO:0009421	3	bacterial-type flagellum filament cap
GO:0009422	3	bacterial-type flagellum hook-filament junction
GO:0009424	3	bacterial-type flagellum hook
GO:0009425	3	bacterial-type flagellum basal body
GO:0009426	3	bacterial-type flagellum basal body, distal rod
GO:0009427	3	bacterial-type flagellum basal body, distal rod, L ring
GO:0009428	3	bacterial-type flagellum basal body, distal rod, P ring
GO:0009429	3	bacterial-type flagellum basal body, proximal rod
GO:0009431	3	bacterial-type flagellum basal body, MS ring
GO:0009433	3	bacterial-type flagellum basal body, C ring
GO:0030694	3	bacterial-type flagellum basal body, rod
GO:0120100	3	bacterial-type flagellum motor
GO:0120101	3	bacterial-type flagellum stator complex
GO:0120102	3	bacterial-type flagellum secretion apparatus
GO:0120107	3	bacterial-type flagellum rotor complex
GO:1902636	3	kinociliary basal body
GO:0098538	3	lumenal side of transport vesicle membrane
GO:0098547	3	lumenal side of Golgi membrane
GO:0098555	3	lumenal side of rough endoplasmic reticulum membrane
GO:0098558	3	lumenal side of smooth endoplasmic reticulum membrane
GO:0098565	3	lumenal side of endosome membrane
GO:0098575	3	lumenal side of lysosomal membrane
GO:0099617	3	matrix side of mitochondrial inner membrane
GO:0099147	3	extrinsic component of postsynaptic density membrane
GO:0099168	3	extrinsic component of postsynaptic specialization membrane of symmetric synapse
GO:0099030	3	anchored component of postsynaptic specialization membrane
GO:0099060	3	integral component of postsynaptic specialization membrane
GO:0099146	3	intrinsic component of postsynaptic density membrane
GO:0099166	3	intrinsic component of postsynaptic specialization membrane of symmetric synapse
GO:0099092	3	postsynaptic density, intracellular component
GO:0099165	3	postsynaptic specialization of symmetric synapse, intracellular component
GO:0098839	3	postsynaptic density membrane
GO:0099164	3	postsynaptic specialization membrane of symmetric synapse
GO:0019016	3	non-segmented viral genome
GO:0019017	3	segmented viral genome
GO:0019021	3	DNA viral genome
GO:0019022	3	RNA viral genome
GO:0019038	3	provirus
GO:0019029	3	helical viral capsid
GO:0019030	3	icosahedral viral capsid
GO:0019031	3	viral envelope
GO:0039641	3	viral inner membrane
GO:0098017	3	viral capsid, major subunit
GO:0098018	3	viral capsid, minor subunit
GO:0039670	3	viral capsid, turret
GO:0098022	3	viral capsid, fiber
GO:0098033	3	icosahedral viral capsid, neck fiber
GO:0098032	3	icosahedral viral capsid, collar fiber
GO:0019897	3	extrinsic component of plasma membrane
GO:0031244	3	extrinsic component of cell outer membrane
GO:0035448	3	extrinsic component of thylakoid membrane
GO:0031316	3	extrinsic component of nuclear outer membrane
GO:0030132	3	clathrin coat of coated pit
GO:0016021	3	integral component of membrane
GO:0031225	3	anchored component of membrane
GO:0031226	3	intrinsic component of plasma membrane
GO:0031230	3	intrinsic component of cell outer membrane
GO:0031360	3	intrinsic component of thylakoid membrane
GO:0097633	3	intrinsic component of phagophore assembly site membrane
GO:0005746	3	mitochondrial respiratory chain
GO:0030061	3	mitochondrial crista
GO:0031314	3	extrinsic component of mitochondrial inner membrane
GO:0031315	3	extrinsic component of mitochondrial outer membrane
GO:0032473	3	cytoplasmic side of mitochondrial outer membrane
GO:0044284	3	mitochondrial crista junction
GO:0044285	3	bridge contact site
GO:0044289	3	contact site
GO:0090692	3	mitochondrial membrane scission site
GO:0097002	3	mitochondrial inner boundary membrane
GO:0001772	3	immunological synapse
GO:0001891	3	phagocytic cup
GO:0009510	3	plasmodesmatal desmotubule
GO:0009511	3	plasmodesmatal endoplasmic reticulum
GO:0009546	3	plasmodesmatal cytoplasmic sleeve
GO:0009548	3	plasmodesmatal plasma membrane
GO:0009897	3	external side of plasma membrane
GO:0009898	3	cytoplasmic side of plasma membrane
GO:0016328	3	lateral plasma membrane
GO:0030315	3	T-tubule
GO:0031256	3	leading edge membrane
GO:0031257	3	cell trailing edge membrane
GO:0031910	3	cytostome
GO:0031911	3	cytoproct
GO:0031979	3	plasma membrane-derived thylakoid lumen
GO:0032178	3	medial membrane band
GO:0032584	3	growth cone membrane
GO:0033012	3	porosome
GO:0033101	3	cellular bud membrane
GO:0044280	3	subplasmalemmal coating
GO:0044298	3	cell body membrane
GO:0046691	3	intracellular canaliculus
GO:0046868	3	mesosome
GO:0070470	3	plasma membrane respiratory chain
GO:0090688	3	cleavage furrow rim
GO:0090689	3	cleavage furrow leading edge
GO:0097197	3	tetraspanin-enriched microdomain
GO:0097203	3	phagocytic cup lip
GO:0097204	3	phagocytic cup base
GO:0110071	3	cellularization cleavage furrow invagination front
GO:1902929	3	plasma membrane of growing cell tip
GO:1990014	3	orthogonal array
GO:0031240	3	external side of cell outer membrane
GO:0031241	3	periplasmic side of cell outer membrane
GO:0098562	3	cytoplasmic side of membrane
GO:0098569	3	internal side of mycolate outer membrane
GO:0098570	3	stromal side of plastid inner membrane
GO:0098571	3	lumenal side of plastid thylakoid membrane
GO:0098572	3	stromal side of plastid thylakoid membrane
GO:1990474	3	synaptic vesicle, readily releasable pool
GO:1990475	3	synaptic vesicle, recycling pool
GO:1990476	3	synaptic vesicle, resting pool
GO:0048787	3	presynaptic active zone membrane
GO:0032591	3	dendritic spine membrane
GO:0036062	3	presynaptic periactive zone
GO:0042734	3	presynaptic membrane
GO:0045211	3	postsynaptic membrane
GO:0098835	3	presynaptic endocytic zone membrane
GO:0098844	3	postsynaptic endocytic zone membrane
GO:0030285	3	integral component of synaptic vesicle membrane
GO:0098993	3	anchored component of synaptic vesicle membrane
GO:0043195	3	terminal bouton
GO:0043679	3	axon terminus
GO:0043197	3	dendritic spine
GO:0098975	3	postsynapse of neuromuscular junction
GO:0048788	3	cytoskeleton of presynaptic active zone
GO:0098837	3	postsynaptic recycling endosome
GO:0098842	3	postsynaptic early endosome
GO:0098896	3	postsynaptic early endosome membrane
GO:0098944	3	postsynaptic recycling endosome membrane
GO:0098950	3	intrinsic component of postsynaptic early endosome membrane
GO:0098951	3	intrinsic component of postsynaptic recycling endosome membrane
GO:0099034	3	anchored component of postsynaptic endosome membrane
GO:0099064	3	integral component of postsynaptic endosome membrane
GO:0099035	3	anchored component of spine apparatus membrane
GO:0099065	3	integral component of spine apparatus membrane
GO:0099037	3	anchored component of presynaptic endosome membrane
GO:0099067	3	integral component of presynaptic endosome membrane
GO:0098998	3	extrinsic component of postsynaptic early endosome membrane
GO:0099005	3	extrinsic component of postsynaptic recycling endosome membrane
GO:0098889	3	intrinsic component of presynaptic membrane
GO:0098936	3	intrinsic component of postsynaptic membrane
GO:0099144	3	anchored component of synaptic membrane
GO:0099699	3	integral component of synaptic membrane
GO:0098888	3	extrinsic component of presynaptic membrane
GO:0098890	3	extrinsic component of postsynaptic membrane
GO:0099143	3	presynaptic actin cytoskeleton
GO:0099182	3	presynaptic intermediate filament cytoskeleton
GO:0098836	3	cytoskeleton of dendritic spine
GO:0098871	3	postsynaptic actin cytoskeleton
GO:0099160	3	postsynaptic intermediate filament cytoskeleton
GO:0099189	3	postsynaptic spectrin-associated cytoskeleton
GO:0150050	3	postsynaptic septin cytoskeleton
GO:0005934	3	cellular bud tip
GO:0005935	3	cellular bud neck
GO:0000159	3	protein phosphatase type 2A complex
GO:0000164	3	protein phosphatase type 1 complex
GO:0005955	3	calcineurin complex
GO:0005963	3	magnesium-dependent protein serine/threonine phosphatase complex
GO:0017023	3	myosin phosphatase complex
GO:0030289	3	protein phosphatase 4 complex
GO:0072357	3	PTW/PP1 phosphatase complex
GO:1990567	3	DPS complex
GO:0010339	3	external side of cell wall
GO:0005635	3	nuclear envelope
GO:0005768	3	endosome
GO:0005783	3	endoplasmic reticulum
GO:0005794	3	Golgi apparatus
GO:0030133	3	transport vesicle
GO:0030141	3	secretory granule
GO:1990462	3	omegasome
GO:0020009	3	microneme
GO:0020010	3	conoid
GO:0020025	3	subpellicular microtubule
GO:0033289	3	intraconoid microtubule
GO:0044311	3	exoneme
GO:0070074	3	mononeme
GO:0020038	3	subpellicular network
GO:0005618	3	cell wall
GO:0030112	3	glycocalyx
GO:0030115	3	S-layer
GO:0035805	3	egg coat
GO:0042600	3	chorion
GO:0043667	3	pollen wall
GO:0001411	3	hyphal tip
GO:0030426	3	growth cone
GO:0035838	3	growing cell tip
GO:0043332	3	mating projection tip
GO:0000933	3	adventitious septum
GO:0000934	3	porous cell septum
GO:0000935	3	division septum
GO:0001726	3	ruffle
GO:0030027	3	lamellipodium
GO:0061850	3	growth cone leading edge
GO:0061851	3	leading edge of lamellipodium
GO:1904269	3	cell leading edge cell cortex
GO:0001931	3	uropod
GO:0032123	3	deep fiber
GO:0030313	3	cell envelope
GO:0090512	3	eisosome membrane domain/MCC
GO:0000399	3	cellular bud neck septin structure
GO:0000923	3	equatorial microtubule organizing center
GO:0005826	3	actomyosin contractile ring
GO:0031097	3	medial cortex
GO:0032161	3	cleavage apparatus septin structure
GO:0055031	3	gamma-tubulin large complex, equatorial microtubule organizing center
GO:0071341	3	medial cortical node
GO:0110115	3	Cdr2 medial cortical node complex
GO:0120104	3	actomyosin contractile ring, proximal layer
GO:0120105	3	actomyosin contractile ring, intermediate layer
GO:0120106	3	actomyosin contractile ring, distal actin filament layer
GO:1903144	3	actomyosin contractile ring actin filament
GO:1990317	3	Gin4 complex
GO:1990753	3	equatorial cell cortex
GO:0032171	3	germ tube septin cap
GO:0032172	3	germ tube septin ring
GO:0030287	3	cell wall-bounded periplasmic space
GO:0030288	3	outer membrane-bounded periplasmic space
GO:0036240	3	septal periplasm
GO:0055040	3	periplasmic flagellum
GO:0042601	3	endospore-forming forespore
GO:0042764	3	ascospore-type prospore
GO:0009289	3	pilus
GO:0085035	3	haustorium
GO:0090395	3	plant cell papilla
GO:0120025	3	plasma membrane bounded cell projection
GO:0043025	3	neuronal cell body
GO:1990017	3	somatic portion of tanycyte
GO:0000131	3	incipient cellular bud site
GO:0000151	3	ubiquitin ligase complex
GO:0000178	3	exosome (RNase complex)
GO:0005834	3	heterotrimeric G-protein complex
GO:0000307	3	cyclin-dependent protein kinase holoenzyme complex
GO:0000502	3	proteasome complex
GO:0005727	3	extrachromosomal circular DNA
GO:0005737	3	cytoplasm
GO:0045263	3	proton-transporting ATP synthase complex, coupling factor F(o)
GO:0005953	3	CAAX-protein geranylgeranyltransferase complex
GO:0009375	3	ferredoxin hydrogenase complex
GO:0009579	3	thylakoid
GO:0010170	3	glucose-1-phosphate adenylyltransferase complex
GO:0016234	3	inclusion body
GO:0016610	3	nitrogenase complex
GO:0017122	3	protein N-acetylglucosaminyltransferase complex
GO:0030880	3	RNA polymerase complex
GO:0031026	3	glutamate synthase complex
GO:0031095	3	platelet dense tubular network membrane
GO:0031234	3	extrinsic component of cytoplasmic side of plasma membrane
GO:0031248	3	protein acetyltransferase complex
GO:0031371	3	ubiquitin conjugating enzyme complex
GO:0031501	3	mannosyltransferase complex
GO:0031588	3	nucleotide-activated protein kinase complex
GO:0032144	3	4-aminobutyrate transaminase complex
GO:0033163	3	microneme membrane
GO:0034708	3	methyltransferase complex
GO:0038201	3	TOR complex
GO:0042575	3	DNA polymerase complex
GO:0044100	3	sporoplasm
GO:0044436	3	thylakoid part
GO:0044444	3	cytoplasmic part
GO:0045259	3	proton-transporting ATP synthase complex
GO:0045261	3	proton-transporting ATP synthase complex, catalytic core F(1)
GO:0045273	3	respiratory chain complex II
GO:0045281	3	succinate dehydrogenase complex
GO:0045283	3	fumarate reductase complex
GO:0046821	3	extrachromosomal DNA
GO:0048269	3	methionine adenosyltransferase complex
GO:0070090	3	metaphase plate
GO:0070477	3	endospore core
GO:0070725	3	Yb body
GO:1903349	3	omegasome membrane
GO:1990037	3	Lewy body core
GO:1990038	3	Lewy body corona
GO:1990302	3	Bre1-Rad6 ubiquitin ligase complex
GO:1990303	3	UBR1-RAD6 ubiquitin ligase complex
GO:1990304	3	MUB1-RAD6-UBR2 ubiquitin ligase complex
GO:1990305	3	RAD6-UBR2 ubiquitin ligase complex
GO:1990306	3	RSP5-BUL ubiquitin ligase complex
GO:0043187	3	cell septum surface
GO:0043668	3	exine
GO:0043669	3	ectexine
GO:0043670	3	foot layer
GO:0043671	3	endexine
GO:0043672	3	nexine
GO:0043673	3	sexine
GO:0043674	3	columella
GO:0043675	3	sculpture element
GO:0043676	3	tectum
GO:0043678	3	intine
GO:0044426	3	cell wall part
GO:0062074	3	pollen aperture
GO:0070825	3	micropyle
GO:0090405	3	unicellular trichome branch
GO:0090552	3	unicellular trichome apex
GO:0090553	3	unicellular trichome tip
GO:0097562	3	left lateral basal body pair
GO:0097563	3	left middle basal body pair
GO:0097564	3	right lateral basal body pair
GO:0097565	3	right middle basal body pair
GO:0097566	3	left tetrad
GO:0097567	3	right tetrad
GO:0120038	3	plasma membrane bounded cell projection part
GO:1990427	3	stereocilia tip-link density
GO:0045179	3	apical cortex
GO:0090651	3	apical cytoplasm
GO:0045180	3	basal cortex
GO:0035839	3	non-growing cell tip
GO:0051285	3	cell cortex of cell tip
GO:0044225	3	apical pole of neuron
GO:0044226	3	basal pole of neuron
GO:0090712	3	basal pole of outer hair cell
GO:1990901	3	old cell pole
GO:1990902	3	new cell pole
GO:0005938	3	cell cortex
GO:0001669	3	acrosomal vesicle
GO:0002080	3	acrosomal membrane
GO:0036126	3	sperm flagellum
GO:0043159	3	acrosomal matrix
GO:0043160	3	acrosomal lumen
GO:0061827	3	sperm head
GO:0061830	3	concave side of sperm head
GO:0097598	3	sperm cytoplasmic droplet
GO:0001917	3	photoreceptor inner segment
GO:0002139	3	stereocilia coupling link
GO:0043005	3	neuron projection
GO:0032391	3	photoreceptor connecting cilium
GO:0032421	3	stereocilium bundle
GO:0032437	3	cuticular plate
GO:0032589	3	neuron projection membrane
GO:0032809	3	neuronal cell body membrane
GO:0033267	3	axon part
GO:0036477	3	somatodendritic compartment
GO:0042622	3	photoreceptor outer segment membrane
GO:0043198	3	dendritic shaft
GO:0043204	3	perikaryon
GO:0044292	3	dendrite terminus
GO:0044306	3	neuron projection terminus
GO:0060053	3	neurofilament cytoskeleton
GO:0061845	3	neuron projection branch point
GO:0071564	3	npBAF complex
GO:0071565	3	nBAF complex
GO:0071598	3	neuronal ribonucleoprotein granule
GO:0097381	3	photoreceptor disc membrane
GO:0097413	3	Lewy body
GO:0097416	3	Lewy body-like hyaline inclusion
GO:0097418	3	neurofibrillary tangle
GO:0097448	3	spine mat
GO:0098674	3	extrinsic component of neuronal dense core vesicle membrane
GO:0098675	3	intrinsic component of neuronal dense core vesicle membrane
GO:0098992	3	neuronal dense core vesicle
GO:0099012	3	neuronal dense core vesicle membrane
GO:0099013	3	neuronal dense core vesicle lumen
GO:0120111	3	neuron projection cytoplasm
GO:0140092	3	bBAF complex
GO:1901588	3	dendritic microtubule
GO:1990503	3	dendritic lamellar body
GO:1990635	3	proximal dendrite
GO:0031255	3	lateral part of motile cell
GO:0097575	3	lateral cell cortex
GO:0097611	3	dinoflagellate cingulum
GO:0097612	3	dinoflagellate sulcus
GO:0097685	3	dinoflagellate apical groove
GO:0097686	3	dinoflagellate apical horn
GO:0097687	3	dinoflagellate antapical horn
GO:0005903	3	brush border
GO:0097453	3	mesaxon
GO:0005747	3	mitochondrial respiratory chain complex I
GO:0005960	3	glycine cleavage complex
GO:0005971	3	ribonucleoside-diphosphate reductase complex
GO:0009321	3	alkyl hydroperoxide reductase complex
GO:0009324	3	D-amino-acid dehydrogenase complex
GO:0009331	3	glycerol-3-phosphate dehydrogenase complex
GO:0009339	3	glycolate oxidase complex
GO:0045254	3	pyruvate dehydrogenase complex
GO:0016222	3	procollagen-proline 4-dioxygenase complex
GO:0030386	3	ferredoxin:thioredoxin reductase complex
GO:0030700	3	glycine reductase complex
GO:0032921	3	sarcosine oxidase complex
GO:0033573	3	high-affinity iron permease complex
GO:0043020	3	NADPH oxidase complex
GO:0044799	3	NarGHI complex
GO:0045251	3	electron transfer flavoprotein complex
GO:0045272	3	plasma membrane respiratory chain complex I
GO:0061841	3	high-affinity iron exporter complex
GO:0071685	3	NADH dehydrogenase complex (plastoquinone)
GO:1990201	3	alkanesulfonate monooxygenase complex
GO:1990202	3	FMN reductase complex
GO:1990205	3	taurine dioxygenase complex
GO:1990657	3	iNOS-S100A8/A9 complex
GO:0098520	3	excitatory neuromuscular junction
GO:0098521	3	inhibitory neuromuscular junction
GO:0098523	3	neuromuscular junction of myotube
GO:0098527	3	neuromuscular junction of somatic muscle
GO:0098688	3	parallel fiber to Purkinje cell synapse
GO:0098985	3	asymmetric, glutamatergic, excitatory synapse
GO:0098983	3	symmetric, GABA-ergic, inhibitory synapse
GO:0098683	3	cochlear hair cell ribbon synapse
GO:0098684	3	photoreceptor ribbon synapse
GO:0098522	3	neuromuscular junction of skeletal muscle fiber
GO:0032279	3	asymmetric synapse
GO:0032280	3	symmetric synapse
GO:0098686	3	hippocampal mossy fiber to CA3 synapse
GO:0009550	3	primary plasmodesma
GO:0009551	3	secondary plasmodesma
GO:0000235	3	astral microtubule
GO:0032117	3	horsetail-astral microtubule array
GO:0099512	3	supramolecular fiber
