Term	distance	Annotation
GO:0060713	3	labyrinthine layer morphogenesis
GO:0060714	3	labyrinthine layer formation
GO:0060736	3	prostate gland growth
GO:0060740	3	prostate gland epithelium morphogenesis
GO:0060741	3	prostate gland stromal morphogenesis
GO:0060742	3	epithelial cell differentiation involved in prostate gland development
GO:0060743	3	epithelial cell maturation involved in prostate gland development
GO:0060744	3	mammary gland branching involved in thelarche
GO:0060745	3	mammary gland branching involved in pregnancy
GO:0060748	3	tertiary branching involved in mammary gland duct morphogenesis
GO:0061038	3	uterus morphogenesis
GO:0061205	3	paramesonephric duct development
GO:0061682	3	seminal vesicle morphogenesis
GO:0061683	3	branching involved in seminal vesicle morphogenesis
GO:0070788	3	conidiophore stalk development
GO:0070789	3	metula development
GO:0070790	3	phialide development
GO:0070792	3	Hulle cell development
GO:0080060	3	integument development
GO:0080086	3	stamen filament development
GO:0080126	3	ovary septum development
GO:0080127	3	fruit septum development
GO:0080128	3	anther septum development
GO:0080187	3	floral organ senescence
GO:0090598	3	male anatomical structure morphogenesis
GO:0097751	3	spore-bearing structure formation
GO:1990058	3	fruit replum development
GO:1990059	3	fruit valve development
GO:0007301	3	female germline ring canal formation
GO:0019749	3	cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte
GO:0019094	3	pole plasm mRNA localization
GO:0019095	3	pole plasm mitochondrial rRNA localization
GO:0060046	3	regulation of acrosome reaction
GO:1902225	3	negative regulation of acrosome reaction
GO:2000344	3	positive regulation of acrosome reaction
GO:0007338	3	single fertilization
GO:0009567	3	double fertilization forming a zygote and endosperm
GO:0009677	3	double fertilization forming two zygotes
GO:0060467	3	negative regulation of fertilization
GO:0080154	3	regulation of fertilization
GO:1905516	3	positive regulation of fertilization
GO:0010483	3	pollen tube reception
GO:0009865	3	pollen tube adhesion
GO:1990109	3	rejection of pollen from other species
GO:0035043	3	male pronuclear envelope synthesis
GO:0000755	3	cytogamy
GO:0007533	3	mating type switching
GO:0030437	3	ascospore formation
GO:0001542	3	ovulation from ovarian follicle
GO:0001543	3	ovarian follicle rupture
GO:0001544	3	initiation of primordial ovarian follicle growth
GO:0001548	3	follicular fluid formation in ovarian follicle antrum
GO:0001551	3	ovarian follicle endowment
GO:0001553	3	luteinization
GO:0001554	3	luteolysis
GO:0042704	3	uterine wall breakdown
GO:0060112	3	generation of ovulation cycle rhythm
GO:0061363	3	negative regulation of progesterone biosynthesis involved in luteolysis
GO:0030710	3	regulation of border follicle cell delamination
GO:0030711	3	positive regulation of border follicle cell delamination
GO:0007339	3	binding of sperm to zona pellucida
GO:2000244	3	regulation of FtsZ-dependent cytokinesis
GO:2000245	3	negative regulation of FtsZ-dependent cytokinesis
GO:2000246	3	positive regulation of FtsZ-dependent cytokinesis
GO:0000752	3	agglutination involved in conjugation with cellular fusion
GO:0007320	3	insemination
GO:0007341	3	penetration of zona pellucida
GO:0007565	3	female pregnancy
GO:0007567	3	parturition
GO:0046692	3	sperm competition
GO:0060378	3	regulation of brood size
GO:0075222	3	sporangium germination on or near host
GO:0008359	3	regulation of bicoid mRNA localization
GO:0045853	3	negative regulation of bicoid mRNA localization
GO:0045854	3	positive regulation of bicoid mRNA localization
GO:0048354	3	mucilage biosynthetic process involved in seed coat development
GO:0060320	3	rejection of self pollen
GO:0060321	3	acceptance of pollen
GO:0048574	3	long-day photoperiodism, flowering
GO:0048575	3	short-day photoperiodism, flowering
GO:2000028	3	regulation of photoperiodism, flowering
GO:0009900	3	dehiscence
GO:0022605	3	mammalian oogenesis stage
GO:0030728	3	ovulation
GO:0042713	3	sperm ejaculation
GO:0043084	3	penile erection
GO:0060135	3	maternal process involved in female pregnancy
GO:0060136	3	embryonic process involved in female pregnancy
GO:0060137	3	maternal process involved in parturition
GO:0060138	3	fetal process involved in parturition
GO:0061956	3	penetration of cumulus oophorus
GO:0070684	3	seminal clot liquefaction
GO:0080001	3	mucilage extrusion from seed coat
GO:1990068	3	seed dehydration
GO:0010672	3	regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle
GO:0051038	3	negative regulation of transcription involved in meiotic cell cycle
GO:0051039	3	positive regulation of transcription involved in meiotic cell cycle
GO:0051445	3	regulation of meiotic cell cycle
GO:0051446	3	positive regulation of meiotic cell cycle
GO:0051447	3	negative regulation of meiotic cell cycle
GO:0007312	3	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification
GO:0060472	3	positive regulation of cortical granule exocytosis by positive regulation of cytosolic calcium ion concentration
GO:2000367	3	regulation of acrosomal vesicle exocytosis
GO:2000368	3	positive regulation of acrosomal vesicle exocytosis
GO:0060517	3	epithelial cell proliferation involved in prostatic bud elongation
GO:0060768	3	regulation of epithelial cell proliferation involved in prostate gland development
GO:0060769	3	positive regulation of epithelial cell proliferation involved in prostate gland development
GO:0060770	3	negative regulation of epithelial cell proliferation involved in prostate gland development
GO:0060782	3	regulation of mesenchymal cell proliferation involved in prostate gland development
GO:0060859	3	regulation of vesicle-mediated transport involved in floral organ abscission
GO:1901163	3	regulation of trophoblast cell migration
GO:1901164	3	negative regulation of trophoblast cell migration
GO:1901165	3	positive regulation of trophoblast cell migration
GO:0061949	3	regulation of premature acrosome loss
GO:0061950	3	negative regulation of premature acrosome loss
GO:1904541	3	fungal-type cell wall disassembly involved in conjugation with cellular fusion
GO:0062038	3	positive regulation of pheromone response MAPK cascade
GO:0072460	3	detection of stimulus involved in meiotic recombination checkpoint
GO:0072463	3	detection of stimulus involved in meiotic spindle assembly checkpoint
GO:0045141	3	meiotic telomere clustering
GO:1990954	3	establishment of protein localization to meiotic spindle pole body
GO:0000212	3	meiotic spindle organization
GO:0000706	3	meiotic DNA double-strand break processing
GO:0000709	3	meiotic joint molecule formation
GO:0006279	3	premeiotic DNA replication
GO:0007131	3	reciprocal meiotic recombination
GO:0016344	3	meiotic chromosome movement towards spindle pole
GO:0030989	3	dynein-driven meiotic oscillatory nuclear movement
GO:0030999	3	linear element assembly
GO:0031322	3	ascospore-type prospore-specific spindle pole body remodeling
GO:0032118	3	horsetail-astral microtubule organization
GO:0033206	3	meiotic cytokinesis
GO:0034089	3	establishment of meiotic sister chromatid cohesion
GO:0034090	3	maintenance of meiotic sister chromatid cohesion
GO:0034217	3	ascospore wall chitin biosynthetic process
GO:0034408	3	ascospore wall beta-glucan metabolic process
GO:0043935	3	sexual sporulation resulting in formation of a cellular spore
GO:0044771	3	meiotic cell cycle phase transition
GO:0045132	3	meiotic chromosome segregation
GO:0051026	3	chiasma assembly
GO:0051078	3	meiotic nuclear envelope disassembly
GO:0051232	3	meiotic spindle elongation
GO:0051257	3	meiotic spindle midzone assembly
GO:0051295	3	establishment of meiotic spindle localization
GO:0051307	3	meiotic chromosome separation
GO:0051311	3	meiotic metaphase plate congression
GO:0051316	3	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation
GO:0051333	3	meiotic nuclear envelope reassembly
GO:0051755	3	meiotic sister chromatid arm separation
GO:0051756	3	meiotic sister chromatid centromere separation
GO:0051878	3	lateral element assembly
GO:0061982	3	meiosis I cell cycle process
GO:0061983	3	meiosis II cell cycle process
GO:0070192	3	chromosome organization involved in meiotic cell cycle
GO:0070197	3	meiotic attachment of telomere to nuclear envelope
GO:0070583	3	spore membrane bending pathway
GO:0070591	3	ascospore wall biogenesis
GO:0072000	3	extracellular polysaccharide catabolic process involved in ascospore release from ascus
GO:0072411	3	signal transduction involved in meiotic cell cycle checkpoint
GO:0072439	3	detection of stimulus involved in meiotic DNA replication checkpoint
GO:0072461	3	response to meiotic recombination checkpoint signaling
GO:0090172	3	microtubule cytoskeleton organization involved in homologous chromosome segregation
GO:0090699	3	correction of merotelic kinetochore attachment, meiosis I
GO:0140013	3	meiotic nuclear division
GO:1901372	3	trehalose biosynthetic process involved in ascospore formation
GO:1902972	3	premeiotic DNA replication DNA ligation
GO:1902974	3	meiotic DNA replication initiation
GO:1902976	3	premeiotic DNA replication preinitiation complex assembly
GO:1902978	3	premeiotic DNA replication termination
GO:1902980	3	synthesis of RNA primer involved in premeiotic DNA replication
GO:1902982	3	DNA strand elongation involved in premeiotic DNA replication
GO:1902984	3	pre-replicative complex assembly involved in premeiotic DNA replication
GO:1903563	3	microtubule bundle formation involved in horsetail-astral microtubule organization
GO:1903695	3	MAPK cascade involved in ascospore formation
GO:1990395	3	meiotic spindle pole body organization
GO:1990898	3	meiotic DNA double-strand break clipping
GO:1990899	3	meiotic DNA double-strand break resectioning
GO:1990918	3	double-strand break repair involved in meiotic recombination
GO:0009909	3	regulation of flower development
GO:0010081	3	regulation of inflorescence meristem growth
GO:0031137	3	regulation of conjugation with cellular fusion
GO:0031494	3	regulation of mating type switching
GO:0045694	3	regulation of embryo sac egg cell differentiation
GO:0045700	3	regulation of spermatid nuclear differentiation
GO:0048088	3	regulation of male pigmentation
GO:0048089	3	regulation of female pigmentation
GO:0060278	3	regulation of ovulation
GO:0060405	3	regulation of penile erection
GO:0060685	3	regulation of prostatic bud formation
GO:0060687	3	regulation of branching involved in prostate gland morphogenesis
GO:0060800	3	regulation of cell differentiation involved in embryonic placenta development
GO:0075260	3	regulation of spore-bearing organ development
GO:0080050	3	regulation of seed development
GO:0080092	3	regulation of pollen tube growth
GO:0110037	3	regulation of nematode male tail tip morphogenesis
GO:0110079	3	regulation of placenta blood vessel development
GO:1901261	3	regulation of sorocarp spore cell differentiation
GO:1902490	3	regulation of sperm capacitation
GO:1903186	3	regulation of vitellogenesis
GO:1904301	3	regulation of maternal process involved in parturition
GO:1904838	3	regulation of male germ-line stem cell asymmetric division
GO:1905879	3	regulation of oogenesis
GO:1905939	3	regulation of gonad development
GO:0009910	3	negative regulation of flower development
GO:0031138	3	negative regulation of conjugation with cellular fusion
GO:0031495	3	negative regulation of mating type switching
GO:0045695	3	negative regulation of embryo sac egg cell differentiation
GO:0045701	3	negative regulation of spermatid nuclear differentiation
GO:0048090	3	negative regulation of female pigmentation
GO:0048092	3	negative regulation of male pigmentation
GO:0048577	3	negative regulation of short-day photoperiodism, flowering
GO:0048579	3	negative regulation of long-day photoperiodism, flowering
GO:0060240	3	negative regulation of signal transduction involved in conjugation with cellular fusion
GO:0060280	3	negative regulation of ovulation
GO:0060407	3	negative regulation of penile erection
GO:0060686	3	negative regulation of prostatic bud formation
GO:0060806	3	negative regulation of cell differentiation involved in embryonic placenta development
GO:0075262	3	negative regulation of spore-bearing organ development
GO:0110038	3	negative regulation of nematode male tail tip morphogenesis
GO:0110081	3	negative regulation of placenta blood vessel development
GO:1901262	3	negative regulation of sorocarp spore cell differentiation
GO:1902491	3	negative regulation of sperm capacitation
GO:1903187	3	negative regulation of vitellogenesis
GO:1904095	3	negative regulation of endosperm development
GO:1904302	3	negative regulation of maternal process involved in parturition
GO:1904839	3	negative regulation of male germ-line stem cell asymmetric division
GO:1905880	3	negative regulation of oogenesis
GO:1905940	3	negative regulation of gonad development
GO:2000692	3	negative regulation of seed maturation
GO:0009911	3	positive regulation of flower development
GO:0031139	3	positive regulation of conjugation with cellular fusion
GO:0031496	3	positive regulation of mating type switching
GO:0045696	3	positive regulation of embryo sac egg cell differentiation
GO:0045702	3	positive regulation of spermatid nuclear differentiation
GO:0048091	3	positive regulation of female pigmentation
GO:0048093	3	positive regulation of male pigmentation
GO:0048576	3	positive regulation of short-day photoperiodism, flowering
GO:0048578	3	positive regulation of long-day photoperiodism, flowering
GO:0060279	3	positive regulation of ovulation
GO:0060406	3	positive regulation of penile erection
GO:0060514	3	prostate induction
GO:0060520	3	activation of prostate induction by androgen receptor signaling pathway
GO:0075261	3	positive regulation of spore-bearing organ development
GO:0110039	3	positive regulation of nematode male tail tip morphogenesis
GO:0110080	3	positive regulation of placenta blood vessel development
GO:1901263	3	positive regulation of sorocarp spore cell differentiation
GO:1902492	3	positive regulation of sperm capacitation
GO:1903188	3	positive regulation of vitellogenesis
GO:1904303	3	positive regulation of maternal process involved in parturition
GO:1904840	3	positive regulation of male germ-line stem cell asymmetric division
GO:1905881	3	positive regulation of oogenesis
GO:1905941	3	positive regulation of gonad development
GO:2000693	3	positive regulation of seed maturation
GO:0003392	3	cell adhesion involved in retrograde extension
GO:0031589	3	cell-substrate adhesion
GO:0033627	3	cell adhesion mediated by integrin
GO:0061343	3	cell adhesion involved in heart morphogenesis
GO:0098609	3	cell-cell adhesion
GO:0120078	3	cell adhesion involved in sprouting angiogenesis
GO:0022609	3	multicellular organism adhesion to substrate
GO:0020035	3	cytoadherence to microvasculature, mediated by symbiont protein
GO:0044401	3	multi-species biofilm formation in or on host organism
GO:0044407	3	single-species biofilm formation in or on host organism
GO:0044650	3	adhesion of symbiont to host cell
GO:0052001	3	type IV pili-dependent localized adherence to host
GO:0075001	3	adhesion of symbiont infection structure to host
GO:0075004	3	adhesion of symbiont spore to host
GO:0003131	3	mesodermal-endodermal cell signaling
GO:0003133	3	endodermal-mesodermal cell signaling
GO:0003385	3	cell-cell signaling involved in amphid sensory organ development
GO:0007495	3	visceral mesoderm-endoderm interaction involved in midgut development
GO:0007499	3	ectoderm and mesoderm interaction
GO:0010699	3	cell-cell signaling involved in quorum sensing
GO:0016204	3	determination of muscle attachment site
GO:0021937	3	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation
GO:0038001	3	paracrine signaling
GO:0035425	3	autocrine signaling
GO:0036520	3	astrocyte-dopaminergic neuron signaling
GO:0038002	3	endocrine signaling
GO:0045168	3	cell-cell signaling involved in cell fate commitment
GO:0060495	3	cell-cell signaling involved in lung development
GO:0060638	3	mesenchymal-epithelial cell signaling
GO:0060656	3	regulation of branching involved in mammary cord morphogenesis by fat precursor cell-epithelial cell signaling
GO:0060657	3	regulation of mammary gland cord elongation by mammary fat precursor cell-epithelial cell signaling
GO:0060684	3	epithelial-mesenchymal cell signaling
GO:0060764	3	cell-cell signaling involved in mammary gland development
GO:0060802	3	epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification
GO:0060995	3	cell-cell signaling involved in kidney development
GO:0061939	3	c-di-GMP signaling
GO:0072043	3	regulation of pre-tubular aggregate formation by cell-cell signaling
GO:0086019	3	cell-cell signaling involved in cardiac conduction
GO:0099156	3	cell-cell signaling via exosome
GO:0099536	3	synaptic signaling
GO:0110094	3	polyphosphate-mediated signaling
GO:0198738	3	cell-cell signaling by wnt
GO:1901350	3	cell-cell signaling involved in cell-cell junction organization
GO:1905114	3	cell surface receptor signaling pathway involved in cell-cell signaling
GO:0021809	3	neurotrophic factor signaling initiating cell movement, involved in cerebral cortex radial glia guided migration
GO:0021810	3	neurotransmitter signaling initiating cell movement, involved in cerebral cortex radial glia guided migration
GO:0021811	3	growth factor signaling initiating cell movement involved in cerebral cortex radial glia guided migration
GO:0001881	3	receptor recycling
GO:0001919	3	regulation of receptor recycling
GO:0046883	3	regulation of hormone secretion
GO:0051969	3	regulation of transmission of nerve impulse
GO:0061356	3	regulation of Wnt protein secretion
GO:0061940	3	regulation of c-di-GMP signaling
GO:0099161	3	regulation of presynaptic dense core granule exocytosis
GO:0099177	3	regulation of trans-synaptic signaling
GO:0150045	3	regulation of synaptic signaling by nitric oxide
GO:1900032	3	regulation of trichome patterning
GO:1903779	3	regulation of cardiac conduction
GO:2001284	3	regulation of BMP secretion
GO:0001921	3	positive regulation of receptor recycling
GO:0046887	3	positive regulation of hormone secretion
GO:0050806	3	positive regulation of synaptic transmission
GO:0051971	3	positive regulation of transmission of nerve impulse
GO:0061357	3	positive regulation of Wnt protein secretion
GO:0061941	3	positive regulation of c-di-GMP signaling
GO:1900144	3	positive regulation of BMP secretion
GO:1903781	3	positive regulation of cardiac conduction
GO:1905434	3	positive regulation of retrograde trans-synaptic signaling by neuropeptide
GO:0001920	3	negative regulation of receptor recycling
GO:0046888	3	negative regulation of hormone secretion
GO:0050805	3	negative regulation of synaptic transmission
GO:0051970	3	negative regulation of transmission of nerve impulse
GO:0061358	3	negative regulation of Wnt protein secretion
GO:0061942	3	negative regulation of c-di-GMP signaling
GO:1900033	3	negative regulation of trichome patterning
GO:1903780	3	negative regulation of cardiac conduction
GO:1905433	3	negative regulation of retrograde trans-synaptic signaling by neuropeptide
GO:2001285	3	negative regulation of BMP secretion
GO:0021939	3	extracellular matrix-granule cell signaling involved in regulation of granule cell precursor proliferation
GO:0060668	3	regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling
GO:0061337	3	cardiac conduction
GO:0001649	3	osteoblast differentiation
GO:0030278	3	regulation of ossification
GO:0030279	3	negative regulation of ossification
GO:0030282	3	bone mineralization
GO:0036072	3	direct ossification
GO:0036075	3	replacement ossification
GO:0036076	3	ligamentous ossification
GO:0036077	3	intratendonous ossification
GO:0043931	3	ossification involved in bone maturation
GO:0043932	3	ossification involved in bone remodeling
GO:0045778	3	positive regulation of ossification
GO:0010223	3	secondary shoot formation
GO:0048755	3	branching morphogenesis of a nerve
GO:0060688	3	regulation of morphogenesis of a branching structure
GO:0061137	3	bud dilation
GO:0061138	3	morphogenesis of a branching epithelium
GO:0080181	3	lateral root branching
GO:0001817	3	regulation of cytokine production
GO:0001818	3	negative regulation of cytokine production
GO:0001819	3	positive regulation of cytokine production
GO:0002390	3	platelet activating factor production
GO:0002534	3	cytokine production involved in inflammatory response
GO:0010573	3	vascular endothelial growth factor production
GO:0032601	3	connective tissue growth factor production
GO:0032602	3	chemokine production
GO:0032604	3	granulocyte macrophage colony-stimulating factor production
GO:0032605	3	hepatocyte growth factor production
GO:0032606	3	type I interferon production
GO:0032609	3	interferon-gamma production
GO:0032612	3	interleukin-1 production
GO:0032613	3	interleukin-10 production
GO:0032614	3	interleukin-11 production
GO:0032615	3	interleukin-12 production
GO:0032616	3	interleukin-13 production
GO:0032617	3	interleukin-14 production
GO:0032618	3	interleukin-15 production
GO:0032619	3	interleukin-16 production
GO:0032620	3	interleukin-17 production
GO:0032621	3	interleukin-18 production
GO:0032622	3	interleukin-19 production
GO:0032623	3	interleukin-2 production
GO:0032624	3	interleukin-20 production
GO:0032625	3	interleukin-21 production
GO:0032626	3	interleukin-22 production
GO:0032627	3	interleukin-23 production
GO:0032628	3	interleukin-24 production
GO:0032629	3	interleukin-25 production
GO:0032630	3	interleukin-26 production
GO:0032631	3	interleukin-27 production
GO:0032632	3	interleukin-3 production
GO:0032633	3	interleukin-4 production
GO:0032634	3	interleukin-5 production
GO:0032635	3	interleukin-6 production
GO:0032636	3	interleukin-7 production
GO:0032637	3	interleukin-8 production
GO:0032638	3	interleukin-9 production
GO:0034343	3	type III interferon production
GO:0036301	3	macrophage colony-stimulating factor production
GO:0042089	3	cytokine biosynthetic process
GO:0044807	3	macrophage migration inhibitory factor production
GO:0044808	3	Oncostatin M production
GO:0050663	3	cytokine secretion
GO:0070753	3	interleukin-35 production
GO:0071604	3	transforming growth factor beta production
GO:0071611	3	granulocyte colony-stimulating factor production
GO:0071706	3	tumor necrosis factor superfamily cytokine production
GO:0072633	3	interleukin-30 production
GO:0072635	3	interleukin-31 production
GO:0072637	3	interleukin-32 production
GO:0072639	3	interleukin-33 production
GO:0090269	3	fibroblast growth factor production
GO:0090270	3	regulation of fibroblast growth factor production
GO:0090360	3	platelet-derived growth factor production
GO:0002022	3	detection of dietary excess
GO:0002023	3	reduction of food intake in response to dietary excess
GO:0002349	3	histamine production involved in inflammatory response
GO:0002351	3	serotonin production involved in inflammatory response
GO:0002393	3	lysosomal enzyme production involved in inflammatory response
GO:0002536	3	respiratory burst involved in inflammatory response
GO:0002537	3	nitric oxide production involved in inflammatory response
GO:0002538	3	arachidonic acid metabolite production involved in inflammatory response
GO:0003012	3	muscle system process
GO:0003013	3	circulatory system process
GO:0003014	3	renal system process
GO:0003016	3	respiratory system process
GO:0050877	3	nervous system process
GO:0007588	3	excretion
GO:0022600	3	digestive system process
GO:0044057	3	regulation of system process
GO:0050886	3	endocrine process
GO:0061007	3	hepaticobiliary system process
GO:0003055	3	circadian regulation of heart rate by the suprachiasmatic nucleus
GO:0002164	3	larval development
GO:0002165	3	instar larval or pupal development
GO:0009790	3	embryo development
GO:0007349	3	cellularization
GO:0007538	3	primary sex determination
GO:0007545	3	processes downstream of sex determination signal
GO:0007552	3	metamorphosis
GO:0007562	3	eclosion
GO:0010259	3	multicellular organism aging
GO:0018992	3	germ-line sex determination
GO:0018993	3	somatic sex determination
GO:0030237	3	female sex determination
GO:0030238	3	male sex determination
GO:0035188	3	hatching
GO:0035295	3	tube development
GO:0042335	3	cuticle development
GO:0046660	3	female sex differentiation
GO:0046661	3	male sex differentiation
GO:0048229	3	gametophyte development
GO:0048731	3	system development
GO:0048736	3	appendage development
GO:2000026	3	regulation of multicellular organismal development
GO:0003002	3	regionalization
GO:0009880	3	embryonic pattern specification
GO:0007379	3	segment specification
GO:0009798	3	axis specification
GO:0009799	3	specification of symmetry
GO:0016318	3	ommatidial rotation
GO:0035161	3	imaginal disc lineage restriction
GO:0035287	3	head segmentation
GO:0045468	3	regulation of R8 cell spacing in compound eye
GO:0060432	3	lung pattern specification process
GO:0060581	3	cell fate commitment involved in pattern specification
GO:0060810	3	intracellular mRNA localization involved in pattern specification process
GO:0060896	3	neural plate pattern specification
GO:0061004	3	pattern specification involved in kidney development
GO:0061968	3	maintenance of left/right asymmetry
GO:0065001	3	specification of axis polarity
GO:0072048	3	renal system pattern specification
GO:0080006	3	internode patterning
GO:0043576	3	regulation of respiratory gaseous exchange
GO:1903941	3	negative regulation of respiratory gaseous exchange
GO:1903942	3	positive regulation of respiratory gaseous exchange
GO:0044241	3	lipid digestion
GO:0044245	3	polysaccharide digestion
GO:0044256	3	protein digestion
GO:1901047	3	insulin receptor signaling pathway involved in determination of adult lifespan
GO:0009557	3	antipodal cell differentiation
GO:0009558	3	embryo sac cellularization
GO:0009559	3	embryo sac central cell differentiation
GO:0009562	3	embryo sac nuclear migration
GO:0009563	3	synergid differentiation
GO:0048314	3	embryo sac morphogenesis
GO:0055045	3	antipodal cell degeneration
GO:0009640	3	photomorphogenesis
GO:0009647	3	skotomorphogenesis
GO:0009886	3	post-embryonic animal morphogenesis
GO:0010049	3	acquisition of plant reproductive competence
GO:0010050	3	vegetative phase change
GO:0010311	3	lateral root formation
GO:0010374	3	stomatal complex development
GO:0031077	3	post-embryonic camera-type eye development
GO:0035166	3	post-embryonic hemopoiesis
GO:0048316	3	seed development
GO:0048580	3	regulation of post-embryonic development
GO:0048581	3	negative regulation of post-embryonic development
GO:0048582	3	positive regulation of post-embryonic development
GO:0090351	3	seedling development
GO:0090567	3	reproductive shoot system development
GO:0090696	3	post-embryonic plant organ development
GO:0010029	3	regulation of seed germination
GO:0010030	3	positive regulation of seed germination
GO:0010187	3	negative regulation of seed germination
GO:0048623	3	seed germination on parent plant
GO:0010074	3	maintenance of meristem identity
GO:0010075	3	regulation of meristem growth
GO:0010231	3	maintenance of seed dormancy
GO:0048838	3	release of seed from dormancy
GO:1902039	3	negative regulation of seed dormancy process
GO:1902040	3	positive regulation of seed dormancy process
GO:2000033	3	regulation of seed dormancy process
GO:0010233	3	phloem transport
GO:0030718	3	germ-line stem cell population maintenance
GO:0035019	3	somatic stem cell population maintenance
GO:0097150	3	neuronal stem cell population maintenance
GO:1902455	3	negative regulation of stem cell population maintenance
GO:1902459	3	positive regulation of stem cell population maintenance
GO:1904671	3	negative regulation of cell differentiation involved in stem cell population maintenance
GO:2000036	3	regulation of stem cell population maintenance
GO:0007593	3	chitin-based cuticle sclerotization
GO:0018989	3	apolysis
GO:0018990	3	ecdysis, chitin-based cuticle
GO:0022405	3	hair cycle process
GO:0040004	3	collagen and cuticulin-based cuticle attachment to epithelium
GO:0040005	3	chitin-based cuticle attachment to epithelium
GO:0042395	3	ecdysis, collagen and cuticulin-based cuticle
GO:0042750	3	hibernation
GO:0042751	3	estivation
GO:0050802	3	circadian sleep/wake cycle, sleep
GO:0030589	3	pseudocleavage involved in syncytial blastoderm formation
GO:0030590	3	first cell cycle pseudocleavage
GO:0070268	3	cornification
GO:0032899	3	regulation of neurotrophin production
GO:0032900	3	negative regulation of neurotrophin production
GO:0032901	3	positive regulation of neurotrophin production
GO:0032902	3	nerve growth factor production
GO:0030157	3	pancreatic juice secretion
GO:0033326	3	cerebrospinal fluid secretion
GO:0046541	3	saliva secretion
GO:0060156	3	milk ejection reflex
GO:0070075	3	tear secretion
GO:0070254	3	mucus secretion
GO:0042596	3	fear response
GO:0048265	3	response to pain
GO:0051866	3	general adaptation syndrome
GO:0010984	3	regulation of lipoprotein particle clearance
GO:0010985	3	negative regulation of lipoprotein particle clearance
GO:0010986	3	positive regulation of lipoprotein particle clearance
GO:0034383	3	low-density lipoprotein particle clearance
GO:0034384	3	high-density lipoprotein particle clearance
GO:0034447	3	very-low-density lipoprotein particle clearance
GO:0071830	3	triglyceride-rich lipoprotein particle clearance
GO:0150024	3	oxidised low-density lipoprotein particle clearance
GO:0106023	3	regulation of pupariation
GO:0106024	3	negative regulation of pupariation
GO:0106025	3	positive regulation of pupariation
GO:0040014	3	regulation of multicellular organism growth
GO:0040015	3	negative regulation of multicellular organism growth
GO:0040018	3	positive regulation of multicellular organism growth
GO:0007446	3	imaginal disc growth
GO:0046620	3	regulation of organ growth
GO:0046621	3	negative regulation of organ growth
GO:0046622	3	positive regulation of organ growth
GO:0060419	3	heart growth
GO:0060437	3	lung growth
GO:0098868	3	bone growth
GO:0036364	3	transforming growth factor beta1 activation
GO:0036365	3	transforming growth factor beta2 activation
GO:0036366	3	transforming growth factor beta3 activation
GO:1901388	3	regulation of transforming growth factor beta activation
GO:1901389	3	negative regulation of transforming growth factor beta activation
GO:1901390	3	positive regulation of transforming growth factor beta activation
GO:0007591	3	molting cycle, chitin-based cuticle
GO:0018996	3	molting cycle, collagen and cuticulin-based cuticle
GO:0042633	3	hair cycle
GO:0043479	3	pigment accumulation in tissues in response to UV light
GO:0044552	3	vasodilation in other organism
GO:0048648	3	caste determination
GO:0048651	3	polyphenic determination, influence by environmental factors
GO:0048652	3	polyphenic determination, influence by genetic factors
GO:0001974	3	blood vessel remodeling
GO:0002247	3	clearance of damaged tissue involved in inflammatory response wound healing
GO:0003294	3	atrial ventricular junction remodeling
GO:0034102	3	erythrocyte clearance
GO:0034103	3	regulation of tissue remodeling
GO:0034104	3	negative regulation of tissue remodeling
GO:0034105	3	positive regulation of tissue remodeling
GO:0046849	3	bone remodeling
GO:0060056	3	mammary gland involution
GO:0061843	3	Sertoli cell barrier remodeling
GO:0097350	3	neutrophil clearance
GO:0097709	3	connective tissue replacement
GO:0001659	3	temperature homeostasis
GO:0001894	3	tissue homeostasis
GO:0050891	3	multicellular organismal water homeostasis
GO:0060586	3	multicellular organismal iron ion homeostasis
GO:0097009	3	energy homeostasis
GO:0007596	3	blood coagulation
GO:0050819	3	negative regulation of coagulation
GO:0042381	3	hemolymph coagulation
GO:0050818	3	regulation of coagulation
GO:0050820	3	positive regulation of coagulation
GO:0010031	3	circumnutation
GO:0050881	3	musculoskeletal movement
GO:0010632	3	regulation of epithelial cell migration
GO:0010901	3	regulation of very-low-density lipoprotein particle remodeling
GO:0031650	3	regulation of heat generation
GO:0031654	3	regulation of heat dissipation
GO:0034444	3	regulation of plasma lipoprotein oxidation
GO:0035490	3	regulation of leukotriene production involved in inflammatory response
GO:0042634	3	regulation of hair cycle
GO:0043012	3	regulation of fusion of sperm to egg plasma membrane
GO:0060264	3	regulation of respiratory burst involved in inflammatory response
GO:0070255	3	regulation of mucus secretion
GO:0090107	3	regulation of high-density lipoprotein particle assembly
GO:0090318	3	regulation of chylomicron remodeling
GO:1900221	3	regulation of amyloid-beta clearance
GO:1903365	3	regulation of fear response
GO:1903593	3	regulation of histamine secretion by mast cell
GO:1903681	3	regulation of epithelial cell-cell adhesion involved in epithelium migration
